# Generated from Wikidata (CC0 structured data)
# Columns: qid	scriptWord	romanWord	tag	countryIso2
Q2547954	רומאנה	Rumana	place	IL
Q2655682	ריינה	Reineh	place	IL
Q221447	רמלה	Ramla	place	IL
Q2889917	רנן	Ranen	place	IL
Q309164	רעננה	Ra'anana	place	IL
Q2916585	רשפון	Rishpon	place	IL
Q1399102	רשפים	Reshafim	place	IL
Q2777886	שואבה	Sho'eva	place	IL
Q2777365	שומרה	Shomera	place	IL
Q2916070	שונם	Shunem	place	IL
Q2890130	שיבולים	Shibolim	place	IL
Q6586491	שיטים	Shitim	place	IL
Q2614818	שילת	Shilat	place	IL
Q1516028	שלומית	Shlomit	place	IL
Q2777017	שניר	Snir	place	IL
Q2777322	שפיר	Shafir	place	IL
Q990657	שפרעם	Shefa-Amr	place	IL
Q18199087	שרונה	Sarona	place	IL
Q2776946	שריד	Sarid	place	IL
Q2031207	שתולים	Shtulim	place	IL
Q2890219	תובל	Tuval	place	IL
Q2890099	תושיה	Tushia	place	IL
Q2063881	תימורים	Timorim	place	IL
Q2920058	תירוש	Tirosh	place	IL
Q2916736	תמנה	Timnah	place	IL
Q2889401	תמרת	Timrat	place	IL
Q2778057	תעוז	Ta'oz	place	IL
Q2889874	תפרח	Tifrah	place	IL
Q2777821	תרביחא	Tarbikha	place	IL
Q2920041	תרום	Tarum	place	IL
Q2916868	‏מַרְגָּלִיּוֹת‎	Margaliot	place	IL
