# Generated from Wikidata (CC0 structured data)
# Columns: qid	scriptWord	romanWord	tag	countryIso2
Q796805	ভিতরওয়ার	Bhitarwar	place	IN
Q937745	ভিরুধুনগর	Virudhunagar	place	IN
Q2248504	ভৈরেংতে	Vairengte	place	IN
Q195931	মণ্ডী	Mandi	place	IN
Q2087713	মর্বি	Morbi	place	IN
Q2227385	মাইথন	Maithon	place	IN
Q463526	মাথেরান	Matheran	place	IN
Q1320215	মানচার	Manchar	place	IN
Q1710558	মান্দাওয়া	Mandawa	place	IN
Q780995	মায়াবন্দর	Mayabunder	place	IN
Q956893	মালাপ্পুরম	Malappuram	place	IN
Q2444482	মাহিলপুর	Mahilpur	place	IN
Q2442041	মুকুন্দগড়	Mukundgarh	place	IN
Q1514203	মুধোল	Mudhol	place	IN
Q2445448	মুর্ত্তিজাপুর	Murtajapur	place	IN
Q1949069	মোহালি	Mohali	place	IN
Q2008623	যাজপুর	Jajpur	place	IN
Q2314429	যাতরা	Jatara	place	IN
Q93230	রাওয়ালপিন্ডি	Rawalpindi	place	IN
Q2440875	রাজসমন্দ	Rajsamand	place	IN
Q2232515	রানিয়া	Rania	place	IN
Q1487593	রামপুর	Rampur	place	IN
Q1453180	রোহতক	Rohtak	place	IN
Q652376	রৎলাম	Ratlam	place	IN
Q2240989	লাঠি	Lathi	place	IN
Q2229775	লাত্তইকাতা	Lattikata	place	IN
Q1749831	লালগঞ্জ	Lalganj, Uttar Pradesh	place	IN
Q2238719	লিদোরখাস	Lidhorakhas	place	IN
Q2078241	শাহজাহানপুর	Shahjahanpur	place	IN
Q2228811	শিরপুর-ওয়ারওয়াদে	Shirpur-Warwade	place	IN
Q2279817	শোলিঙ্গনলুর	Sholinganallur	place	IN
Q876483	সম্বলপুর	Sambalpur	place	IN
Q720816	সান্ত্রামপুর	Santrampur	place	IN
Q1925370	সাম্ভার	Sambhar	place	IN
Q242895	সাহারানপুর	Saharanpur	place	IN
Q1278427	সীরকাজি	Sirkazhi	place	IN
Q1709688	হাইলিয়েমান্দি	Haileymandi	place	IN
Q1709062	হাজিরা	Hazira	place	IN
Q1707590	হান্দিয়া	Handia	place	IN
Q1706714	হাবিবপুর	Habibpur	place	IN
Q1709670	হারপলপুর	Harpalpur	place	IN
Q1706431	হাররাই	Harrai	place	IN
Q1707007	হালভাদ	Halvad	place	IN
Q47264	হাসান	Hassan	place	IN
Q1755404	হুকেরী	Hukeri	place	IN
Q1755397	হুণশূর	Hunsur	place	IN
Q1708205	হুমনাবাদ	Humnabad	place	IN
Q1122103	হোলালকেরে	Holalkere	place	IN
Q297967	হোশূর	Hosur	place	IN
Q1708186	হোসকোটে	Hoskote	place	IN
