# Generated from Wikidata (CC0 structured data)
# Columns: qid	scriptWord	romanWord	tag	countryIso2
Q4703874	الغولاء	Al Ghulah	place	SA
Q4704656	القفل	Al Quful	place	SA
Q4704653	القفيف	Al Qufayf	place	SA
Q4704486	المليحا	Al Mulayha'	place	SA
Q3335220	النعيرية	Al Nairyah	place	SA
Q27136	الهفوف	Hofuf	place	SA
Q2884439	بارق	Bareq	place	SA
Q27660	جيزان	Jizan	place	SA
Q27234	صفوى	Safwa City	place	SA
Q2051873	منفوحة	Manfuha	place	SA
Q4784528	أروالا	Arawala	place	SD
Q1754253	الدبة	Al Dabbah	place	SD
Q1049	السودان	Sudan	place	SD
Q311204	الفاشر	Al-Fashir	place	SD
Q311199	القضارف	Al Qadarif	place	SD
Q115022	تندلتي	Tandalti	place	SD
Q4118131	زالنجي	Zalingei	place	SD
Q3317346	كتم	Kutum	place	SD
Q472841	كورتي	Korti	place	SD
Q587715	كوستي	Kosti	place	SD
Q743282	نبتة	Napata	place	SD
Q2053521	إمتان	Imtan	place	SY
Q4118953	الأتارب	Atarib	place	SY
Q4702291	البياضية	Al-Bayyadiyah	place	SY
Q4702471	الحريقة	Al-Hariqa	place	SY
Q2371098	الحفة	Al-Haffah	place	SY
Q4702524	الحوز	Al-Houz	place	SY
Q631407	الرصافة	Resafa	place	SY
Q4703369	الزهراء	Al-Zahraa	place	SY
Q4703108	القريا	Al-Qurayya	place	SY
Q4703079	القريتين	Al-Qaryatayn, Homs	place	SY
Q4702651	الكدير	Al-Kadir	place	SY
Q200030	اللاذقية	Latakia	place	SY
Q4703029	النزارية	Al-Nizariyah	place	SY
Q286893	باسوطة	Basuta	place	SY
Q2887601	بصير	Bassir	place	SY
Q2915523	بقعاثا	Buq'ata	place	SY
Q1026328	داعل	Da'el	place	SY
Q1645039	سرمين	Sarmin	place	SY
Q1002557	صافيتا	Safita	place	SY
Q2596653	عقارب	Aqarib	place	SY
Q3210520	فيروزة	Fairouzeh	place	SY
Q3412425	قارة	Qarah	place	SY
Q979091	قنسرين	Qinnasrin	place	SY
Q2123761	قيباره	Qibar	place	SY
Q1026301	كسب	Kesab	place	SY
Q3079261	كفرلاها	Kafr Laha	place	SY
Q2044596	مسكنة	Maskanah	place	SY
Q1146939	منبج	Manbij	place	SY
Q1758024	نوى	Nawa	place	SY
Q4118377	يلدا	Yalda	place	SY
Q2912522	الفوار	Faouar	place	TN
Q565322	تلمين	Telmine	place	TN
Q3108075	توجان	Toujane	place	TN
Q311889	دويرات	Douiret	place	TN
Q4702589	الجلب	Al-Jalb	place	YE
Q4702634	الجيرة	Al-Jirah	place	YE
Q4702624	الجيرف	Al-Jayrif	place	YE
Q4702495	الحيله	Al-Haylah	place	YE
Q4702700	الخسمة	Al-Khasamah	place	YE
Q4783067	الرحابي	Ar Rihabi	place	YE
Q4802993	السهب	As Sihib	place	YE
Q4678133	الضلع	Ad Dil'	place	YE
Q4831976	الظبي	Az Zaby	place	YE
Q4705037	العلية	Al 'Ulliyah	place	YE
Q4703111	القزة	Al-Quzah	place	YE
Q4703085	القصر	Al-Qasr	place	YE
Q4702766	المحاقرة	Al-Mahaqirah	place	YE
Q3502744	المسيمير	Musaymir	place	YE
Q4702834	المقطوع	Al-Maqtu`	place	YE
Q4702435	الهدة	Al-Hadah	place	YE
Q4802971	سمن	As Samn	place	YE
Q991395	صعدة	Saada	place	YE
Q2471	صنعاء	Sanaa	place	YE
Q280123	قشن	Qishn	place	YE
Q335478	مأرب	Marib	place	YE
Q129894	هرم	Haram	place	YE
